Threshold,Baseline,MDNet,MDNet VOT bb16,MDNet VOT bb32,MDNet DAVIS bb16,MDNet DAVIS bb32,MDNet DAVIS bb64,Hourglass w/ Parent Network 1HG,Hourglass w/ Parent Network 1HG x2 s5,Hourglass w/o Parent Network 1HG,Hourglass w/o Parent Network 2HG,Hourglass w/o Parent Network 1HG x2 sigma 5,Hourglass w/o Parent Network 2HG x2 sigma5,Hourglass Online Training,ResNet101 sigma40,ResNet101 sigma40 + Temporal Kalman Filter,ResNet101 sigma20,ResNet50 sigma40,"ResNet50 Multiscale sigma96,48,24",Features ResNet Basic metriceuclidean patchsize1,Features ResNet Basic metriceuclidean patchsize3,Features ResNet Basic metriceuclidean patchsize5,Features ResNet Basic metriccosine patchsize1,Features ResNet Basic metriccosine patchsize3,Features ResNet Basic metriccosine patchsize5,Features Metric Learning (480p) Basic metriceuclidean patchsize1,Features Metric Learning (480p) Basic metriceuclidean patchsize3,Features Metric Learning (480p) Basic metriceuclidean patchsize5,Features Metric Learning (480p) Basic metriccosine patchsize1,Features Metric Learning (480p) Basic metriccosine patchsize3,Features Metric Learning (480p) Basic metriccosine patchsize5,Features Metric Learning (320p) Basic metriceuclidean patchsize1,Features Metric Learning (320p) Basic metriceuclidean patchsize3,Features Metric Learning (320p) Basic metriceuclidean patchsize5,Features Metric Learning (320p) Basic metriccosine patchsize1,Features Metric Learning (320p) Basic metriccosine patchsize3,Features Metric Learning (320p) Basic metriccosine patchsize5,Features Metric Learning Triplet Loss (480p) D128 Basic metriceuclidean patchsize1,Features Metric Learning Triplet Loss (480p) D128 Basic metriceuclidean patchsize3,Features Metric Learning Triplet Loss (480p) D128 Basic metriceuclidean patchsize5,Features Metric Learning Triplet Loss (480p) D128 Basic metriccosine patchsize1,Features Metric Learning Triplet Loss (480p) D128 Basic metriccosine patchsize3,Features Metric Learning Triplet Loss (480p) D128 Basic metriccosine patchsize5
43,0.321200613516484,0.6330749790517802,0.11042882560949638,0.19119100837845007,0.12200576453690208,0.20789079573574792,0.20561389322199308,0.6658014458295934,0.6665281802437156,0.699896889990664,0.7196020572763373,0.6803998722395564,0.673304400372002,0.4346175953475791,0.8161574735285886,0.8019010386602968,0.756572935906135,0.8182851711401659,0.8492559191338946,0.37291953319748145,0.4293462061958012,0.4886458601486591,0.4268005167944684,0.47291679724569424,0.49251169731858513,0.45204817171121475,0.5436251980256286,0.5600688616622969,0.45204817171121475,0.5516614809986914,0.5520746756157852,0.41165238308427543,0.4544557639823491,0.4508587060322758,0.41165238308427543,0.49092129303539206,0.5125271244917856,0.443363673715783,0.5108749634743854,0.5459386251877489,0.443363673715783,0.5050610099860133,0.5356706439099143
44,0.3313042173813549,0.6387043390500022,0.11562540738955025,0.19980446644979213,0.13016701419781274,0.21257782753692223,0.21112395203822917,0.6685529843703986,0.6696737623121449,0.7019464533273825,0.7212974450580699,0.6829162632141728,0.6757954442446479,0.4445488072251238,0.8177370211965477,0.8028111381433667,0.756984740750452,0.8203931218042362,0.8501909133696729,0.38084394134970195,0.4378066025092462,0.49376341797207285,0.4334745385221795,0.47793493361591505,0.5027768263230972,0.4573727250414067,0.5532678656041541,0.5655471814167886,0.4573727250414067,0.5603364470073303,0.5571626380904212,0.4173897112384418,0.4629465384963727,0.462723236113789,0.4173897112384418,0.5014639803568378,0.5243334488910893,0.4481184748439661,0.5217749908706889,0.555249802327757,0.4481184748439661,0.5152342931962702,0.5436241725110995
45,0.3423808396341477,0.6445168244664228,0.12120195529804356,0.2078299981606734,0.13596257374577816,0.2211575129051997,0.21919514179297334,0.6715064624461906,0.6738194805128997,0.7052533054765936,0.7239416265704357,0.6886738675891461,0.6818745954599524,0.45388843774836723,0.8183084040924185,0.8050458612266254,0.758693315602123,0.8249162865888983,0.8533523720494134,0.38406239850880075,0.44333328609040856,0.5001529060915466,0.43795668437379254,0.4824513130551096,0.5094529296984623,0.4607253046384631,0.5602489762449165,0.5703989831881272,0.4607253046384631,0.5650143390273454,0.5626768116435233,0.42809169060900065,0.475105108720155,0.4719030328868792,0.42809169060900065,0.5143492947666666,0.5335558620485166,0.4512291735130668,0.5318199593578896,0.5582325956253856,0.4512291735130668,0.5271619699233785,0.5468372209000018
46,0.3492327122298794,0.6532250944375295,0.1270822933863054,0.21603006968461302,0.1423046109002421,0.22840466536658213,0.22973134249822283,0.6729217670505689,0.6765576146189644,0.7073063729569552,0.7252192875506477,0.6907037461091615,0.6831821340629275,0.4688230722962976,0.8200758677619705,0.8083504648113138,0.7606890918532752,0.8286514643275555,0.8538458142733344,0.38819776534647327,0.45369717872998716,0.5045003067545772,0.4444585351875721,0.49142312806062244,0.5126432364083291,0.46731189381783883,0.5688382800705958,0.576927406770698,0.46731189381783883,0.5720558838420724,0.5703615175144181,0.4329331923219529,0.4847088751356542,0.47920493825178234,0.4329331923219529,0.5246621105547369,0.541714526033844,0.45834368266714787,0.5373314550240019,0.5644895499095126,0.45834368266714787,0.5337284085962615,0.5536160858081505
47,0.3561005601591594,0.6612957587478917,0.13622085101824594,0.22672707380458426,0.15078013420408823,0.23965825602730792,0.24184021727625254,0.6771422347113099,0.680465930727322,0.709463385492386,0.7278370970943534,0.6955667759548063,0.6866965348339472,0.4848222822024115,0.8213988876696019,0.8096230956465833,0.7617532516510845,0.8310626608217593,0.856370533182076,0.3906616999149124,0.4605953149518529,0.5124314626972036,0.44979403332546397,0.49963236884919904,0.5238875497651048,0.47002458140065234,0.5764434079876443,0.5798888359496684,0.47002458140065234,0.5782735654859984,0.578231659386371,0.437253702024283,0.4940217052703289,0.48995001401310867,0.437253702024283,0.5325199493816366,0.5531767581991552,0.4689719474621303,0.543250885512714,0.5713644814517496,0.4689719474621303,0.5395978744484622,0.5626435512191914
48,0.36441702093387196,0.6692941648722703,0.14692078062191688,0.23780911115371847,0.1585710004417138,0.25554928895778584,0.2470922874982746,0.6791381135329403,0.6813366766758331,0.71483913186673,0.7305769538586867,0.6976949908198907,0.6915624244099657,0.49246676156134833,0.8219938384282904,0.8121888406575046,0.7625625412761474,0.8345579091058771,0.8583267243603624,0.39519951556031213,0.47032489170371544,0.5175449626601972,0.4560181332961323,0.5083500341073042,0.5284461254508949,0.4731637781005571,0.5861904328532483,0.5878153934835989,0.4731637781005571,0.5875910663789436,0.585594964623341,0.4416024952667223,0.5053296788276078,0.498239966651109,0.4416024952667223,0.5444275357295522,0.5607705007519633,0.47678122488139835,0.5455882854045835,0.5793739246855593,0.47678122488139835,0.5419165836023105,0.5728332270111406
49,0.3707280961269472,0.6735972159943704,0.15801554841092902,0.2549917207009334,0.17039518028355924,0.2647495825330616,0.25475803231916866,0.6815198245004034,0.6824225989761176,0.7217111167409224,0.7330777929775435,0.6999118788852595,0.696278157955027,0.5076138923366892,0.8240917717626356,0.8137240716946107,0.7637050816654631,0.8386815187335441,0.858866209510296,0.40029937409096755,0.47628006356402963,0.5216090891056674,0.46116030931497304,0.5158519644717778,0.5353869290485327,0.48295395578211275,0.5894286494561147,0.5940850053463528,0.48295395578211275,0.59273275406404,0.58981773924191,0.4481710149580739,0.51619664936558,0.501591790049309,0.4481710149580739,0.5552472571155347,0.5702396195110844,0.48246715846862337,0.5491844706488495,0.5838959839882952,0.48246715846862337,0.5462774939046634,0.5786582635055311
50,0.3763580755628704,0.6784581951916822,0.1597893712021899,0.2605214384792723,0.17707625905168195,0.27436555304743937,0.2641373647455122,0.6839494911833844,0.6838603197179867,0.7233976734751945,0.7353040297950156,0.7034693089995098,0.7004087816673289,0.5185292199472376,0.8274394957112392,0.8157899059685242,0.7648270327117631,0.8414432370799059,0.8594594176060032,0.4058153207788054,0.4820432713895456,0.5281497034768811,0.46786473721372757,0.5256238162823181,0.5403714175798247,0.48820535213274097,0.5963540802687678,0.598312075816165,0.48820535213274097,0.5990659032732337,0.5954423536088769,0.4548075481518327,0.5244608178659472,0.5063364353860944,0.4548075481518327,0.5644317480985054,0.577391149220053,0.4858554704803857,0.5525887075881326,0.5895744516105247,0.4858554704803857,0.5505764498914811,0.5859407306802922
51,0.3852229613226474,0.6820248141154884,0.16381362721637974,0.26893940674377687,0.18054983581301817,0.2876764259978798,0.2719466291756372,0.6843078247572981,0.6863234237974117,0.7269760333585581,0.7385347032687886,0.7073990051927606,0.7056436953801729,0.5298815536858341,0.8298466825014715,0.819108383744577,0.7656317253839671,0.842991405935827,0.8617268770868152,0.4101399350887076,0.4879856337680688,0.535723126866687,0.4734429660421664,0.5320168132595474,0.5458657911644583,0.4922839991913135,0.6028603752834921,0.6016673394439596,0.4922839991913135,0.6048144076006092,0.6001235419299951,0.46287596294230826,0.535579427090979,0.5138210108699108,0.46287596294230826,0.5755177881729461,0.5838136410576175,0.49162370103767217,0.5592955327849467,0.5980868705520025,0.49162370103767217,0.5576980258029233,0.5908111988592948
52,0.3917683055813411,0.6852837713104356,0.16990435755951208,0.2787773919547918,0.18951934400648954,0.293227831840227,0.2751895595437456,0.6856279189454819,0.6878277933166361,0.7297141452924569,0.7401253802090665,0.7087664209638216,0.7075050163495838,0.5414824144832812,0.833070679633965,0.8201801661198679,0.7676637028897789,0.8454313854765273,0.865614667124849,0.41457646880502275,0.4905558998955124,0.5380928360399932,0.4769339401799454,0.5351449785532897,0.5489234051640159,0.49566947820893315,0.6084912710352592,0.6050173851861925,0.49566947820893315,0.6128517361515383,0.6052225768892563,0.4716391951725554,0.5424500336230275,0.5219010291777826,0.4716391951725554,0.5816828313476834,0.5917265619974632,0.4967690045725896,0.5655544574282728,0.6036995442237986,0.4967690045725896,0.5620473366754607,0.5999441577621485
53,0.3944154424391241,0.6902726052729222,0.17622058272675417,0.2878141268354422,0.19362795776596933,0.30083886714339136,0.28133516727546476,0.6875898348565292,0.6893935891490344,0.7316776664504633,0.7407523842796406,0.7109552390509049,0.7109344437656772,0.5479513726740133,0.8355924209799596,0.8227450182747847,0.7711751733628914,0.8467124774867861,0.8679936346520106,0.42159209390188557,0.49603740660096174,0.5409957739458261,0.48283715405339656,0.5379347427079042,0.5496910881468879,0.5008690502155898,0.6144864215801162,0.609696523858106,0.5008690502155898,0.6165781641471925,0.611150012230199,0.47806558176444647,0.5487724591654484,0.5277926646127044,0.47806558176444647,0.5876407069726227,0.5992976192576616,0.5035216127413105,0.5705528612501077,0.6071546290531941,0.5035216127413105,0.5669191403198751,0.6046178451590166
54,0.40583605520212807,0.6961999258538664,0.18041677523012542,0.293794802224435,0.19575537202569393,0.3108206297722175,0.29031183117212417,0.6900525089933058,0.6904798863550841,0.7351926469532848,0.741867751399245,0.7163311952325503,0.7151686055223629,0.5573002979869217,0.8371474333430099,0.8232703276653542,0.7722678828484041,0.8475557087683161,0.8707430839672713,0.42808518095185716,0.5032959749002569,0.5449571564923524,0.4911749358124404,0.5421564665485271,0.5519755541556631,0.5058654571114574,0.62565424836725,0.6161218741932175,0.5058654571114574,0.6270414100566145,0.6195369321052724,0.4894054897656029,0.5573896274983381,0.5386567862213139,0.4894054897656029,0.6012971964950271,0.6076974838957325,0.5081111439559521,0.5837730971196006,0.6113619283645774,0.5081111439559521,0.5785357968162064,0.6099084399924843
55,0.41468645641002183,0.7020348837209303,0.18174778579681283,0.29906515954084906,0.19856966028162892,0.3173299976945769,0.29417615652013596,0.6920929970621309,0.6968483347225246,0.7375211733863886,0.7462610812094349,0.7180835824360514,0.7205300742592975,0.5655997109514296,0.8377303839885181,0.8238079706712499,0.7750709534255386,0.8478914292331627,0.8713796389858376,0.4287340801377186,0.5077961557663319,0.5491616616917382,0.4939505654408918,0.547859520911795,0.5572303289269189,0.5071782004128554,0.6300995047084597,0.6193535674719909,0.5071782004128554,0.6351918577337851,0.62506666171232,0.4991863425186052,0.5680830205916703,0.5461365159387561,0.4991863425186052,0.6115191730646459,0.6130620106428404,0.5114459288953526,0.586144931403701,0.6160229806695319,0.5114459288953526,0.581766902266483,0.6145887478806376
56,0.41744458900190834,0.708652912844177,0.18587162432211524,0.3041143038722949,0.20159207965310666,0.3233410091303842,0.30021096195330604,0.6929547254040681,0.699366976488838,0.7428175106871602,0.7493303365439888,0.7210145384577864,0.7238845280632112,0.5736260393787587,0.8390303067994169,0.8247603754833595,0.7772570509854635,0.8486536482984998,0.8735659611257798,0.4331565005446651,0.5126700124726148,0.5523026503672848,0.49909633217919,0.554742655111904,0.559487221118907,0.5123463047418643,0.6392031911049479,0.6225961463845647,0.5123463047418643,0.6452405455204737,0.6283092004073794,0.5058930809850498,0.579070163743735,0.5534865356211035,0.5058930809850498,0.6205002938420141,0.6196776842196783,0.518190875573041,0.5931443837884113,0.6218401474228947,0.518190875573041,0.5859888759316311,0.6187757335993533
57,0.42329257649264634,0.7117718987164919,0.18927703913552463,0.3097065024240571,0.20454711979996001,0.3333619032085319,0.3099589970276509,0.6963421077232986,0.7019492191112846,0.7474140953716689,0.7510201348741986,0.7269258082314953,0.7276525524175419,0.5773162744248711,0.8400527831059422,0.828851104462265,0.7788899483900503,0.8539411340083645,0.8766247873862072,0.43531936680341654,0.5159872792367921,0.5537786637008671,0.5038189863662337,0.5560625173767355,0.5632207815389737,0.5194363090414537,0.6430303837888508,0.6260276723158766,0.5194363090414537,0.648140966168122,0.6342500250829562,0.5141471417318509,0.5888806907872653,0.5607974421814966,0.5141471417318509,0.6335873247217162,0.6267364130316623,0.5209213804817513,0.5993986720134362,0.6292317168862644,0.5209213804817513,0.5928563011664757,0.62348983415535
58,0.4294238771950534,0.7193950934387923,0.1925268327956587,0.31649337621276075,0.20813185116759883,0.33809944466989444,0.3143114085495988,0.6991462527852274,0.7041010740609956,0.7522980836580626,0.7518209070057776,0.73014298660336,0.7317127537184649,0.5815572939085822,0.8404357412937025,0.8314593319496233,0.7794847018395765,0.8561556326230793,0.8775738895077527,0.44122052042985754,0.5235421927283893,0.5583527541981985,0.5085010492507065,0.5602917683138235,0.5686086983842678,0.523482300222872,0.6467998711678077,0.629764669158241,0.523482300222872,0.6523980102899812,0.6399390877628922,0.5197258657379801,0.5947980022377973,0.5713188434933237,0.5197258657379801,0.6391500394610339,0.6347245459490402,0.5291501403069161,0.6066993347320341,0.632218718931802,0.5291501403069161,0.5988062360333907,0.6255948244903498
59,0.43533213788399583,0.7229271879064169,0.19702091378177242,0.32463101378553944,0.21210373905364402,0.34485021551204526,0.32198984779718537,0.7005493677246741,0.7060466960252811,0.7561665187455127,0.7545143778307795,0.7338549436481446,0.734733107824229,0.5867422686060206,0.8407831924308414,0.8320226426785569,0.7801022478092354,0.8584647543152965,0.8785660985602421,0.444585956353373,0.5274277583843078,0.5619510868244537,0.5121984451251078,0.5634002239020862,0.5739421568077876,0.527669445221598,0.6549829976487842,0.6338265150654112,0.527669445221598,0.6602503850263292,0.6470973250198302,0.5272730940004788,0.6002944826696803,0.5794015430210052,0.5272730940004788,0.6439018708739251,0.6419856283480292,0.5349089785763287,0.6108713309694188,0.6369328255265605,0.5349089785763287,0.6050573774810467,0.6275044775449122
60,0.44113430808099807,0.7308404447888224,0.2013582115438243,0.3348559039372852,0.2160036242340895,0.3565023797815038,0.3305774010351899,0.7022046122849868,0.7086523857212466,0.7597722598865491,0.754855102856367,0.7354682209857356,0.7391043322885602,0.5944602240149534,0.8412765342625422,0.8365700721787962,0.7807393350639764,0.8612031662479698,0.8830810857841609,0.448616383435381,0.5295493643315435,0.5658457613241846,0.5161740666335451,0.5674991260386951,0.5783353226285516,0.5310701500495549,0.6603778133300237,0.6367437218024418,0.5310701500495549,0.664038796350685,0.6516976884205959,0.5348009588744365,0.6069752808573824,0.5865072999980117,0.5348009588744365,0.6521383728163791,0.6482605817148857,0.5405571115869207,0.6157861132484601,0.6441264295589503,0.5405571115869207,0.6092215929176445,0.6324030676185607
61,0.4452282671431056,0.7378620699546058,0.20459410745239542,0.34426425504724467,0.22065780115949857,0.3647220734747535,0.3372793220808033,0.70329959834013,0.7101631482203956,0.76223748963198,0.7555691601819067,0.7369442515010248,0.7410459086966655,0.5982447419999246,0.8428707835630297,0.8387562246719766,0.7811155138888831,0.8618127390863803,0.8852234641768252,0.45162860619903633,0.5304760809120279,0.5700548132657667,0.5190229049084716,0.5689338412977257,0.5829679236327029,0.5347514169305495,0.6667853228232024,0.6411530735637151,0.5347514169305495,0.6696685988811261,0.6565245738826319,0.5428464000321374,0.6122920191712848,0.5924751148626487,0.5428464000321374,0.6606894076908204,0.6544504928419802,0.5492333210052056,0.6208814999623807,0.6468029313823109,0.5492333210052056,0.6131983677433805,0.6359021005568986
62,0.44998454436457225,0.7418885190251892,0.20925029514076943,0.3510172450234472,0.22603964835159038,0.3763718291476499,0.3468618322213141,0.7047664178302837,0.7104878787836145,0.7669486201740948,0.7571831499154991,0.7375813374301671,0.7419330848617368,0.6010831029700222,0.8438298340573013,0.8398418496391613,0.7815770567294467,0.8636793509058599,0.8855947855478568,0.4563051216361646,0.5339386459639182,0.5725519472567784,0.5224433733561469,0.5728104964026465,0.5855327825400055,0.5376789216456176,0.67303162572348,0.6416690787025211,0.5376789216456176,0.6743255573954955,0.6591218069559464,0.5463818001612156,0.6186689935594595,0.5979047576691873,0.5463818001612156,0.6666622365632725,0.6586630802701472,0.5541898783994272,0.6277606603174105,0.6515001785707228,0.5541898783994272,0.6227265939826537,0.6424969033092156
63,0.45587867464138704,0.7489705399596523,0.21500543171984465,0.3576032629547464,0.23112686083095257,0.38566970446599613,0.3540633219551967,0.7110238960074681,0.7108877308541446,0.7727378133661338,0.7597344044961122,0.7394748607530799,0.7431956697048335,0.6049746607600354,0.8448819179197086,0.8421020792760836,0.7827691067708323,0.8650135151134932,0.8862599028499777,0.45939965621239204,0.5392985946812764,0.5762055792085137,0.5276637957492316,0.5770965629456246,0.5873886447124546,0.54131789649653,0.6777220296048894,0.6469147652607626,0.54131789649653,0.679247327316236,0.6665676941662246,0.5546630956706377,0.6296585477635691,0.6058449183760456,0.5546630956706377,0.6727749098365381,0.6646035279962661,0.5626692282668897,0.6331971663105601,0.655127163383951,0.5626692282668897,0.628836701194281,0.6468416968788128
64,0.46107328424868055,0.7507154326385328,0.22033509730919504,0.36435937481654745,0.23478581386179034,0.39236313678592905,0.358658665944769,0.7126055464518185,0.7116286781112736,0.775512590106836,0.7617334517358002,0.740627339157976,0.745137520775917,0.6073214854200966,0.8462486272095834,0.84380325056317,0.7831824645234902,0.8665495105486393,0.8884106736866652,0.4607436844763549,0.5410101673560118,0.5787310559642793,0.5298603255586678,0.5821121572786937,0.5889259308076797,0.5440859575166384,0.6796900683358603,0.6519949886399481,0.5440859575166384,0.6841337193620757,0.671874927463177,0.5581092136057026,0.6343778240161533,0.6116305580770016,0.5581092136057026,0.6767113637819044,0.6680727437349314,0.5689769169630214,0.6350253245902528,0.6559168015953873,0.5689769169630214,0.630767385722441,0.6485538194849939
65,0.4685272627770955,0.7578127017243194,0.22558440151249762,0.36726920091287585,0.24011928523342785,0.39992875122119415,0.3652940595084934,0.7143685639047542,0.7126681019408987,0.7774376232866875,0.7637239976103398,0.7408300352535819,0.7463101156999671,0.6117731832936405,0.8468308193938724,0.8445979627501456,0.7842778408182265,0.8670000257786883,0.8892334453567559,0.4651568149917975,0.5430558490956864,0.5817854329942306,0.5352810509989748,0.5832454535034955,0.5915943900382713,0.5530251067816103,0.682028095863603,0.6581017325229495,0.5530251067816103,0.6877478539658931,0.6755985469281948,0.5619491563788649,0.6377832572444851,0.6178695429289681,0.5619491563788649,0.680084660537317,0.6752475211642625,0.5719941608259373,0.6389233622230557,0.6592730052972907,0.5719941608259373,0.6331094087346836,0.6511687077264061
66,0.4716183659142918,0.7634748889044115,0.23153497997656186,0.3752459986053411,0.24416620350114407,0.4060892556369697,0.3716041444235716,0.7164765231605948,0.7140226085841093,0.7799053906667266,0.7667501921635851,0.741032731349188,0.7486405550344383,0.614846534756651,0.8472647787474763,0.8465340731117259,0.7847414201326747,0.8682521501247895,0.8922247612754096,0.47129373177619166,0.5447947899138376,0.5841563056202705,0.5403412005002914,0.5912617293607819,0.597708207451332,0.5550105027013695,0.6851154769263731,0.6619778072519161,0.5550105027013695,0.6924146883662939,0.679895485939694,0.5658923903486355,0.6417388872650183,0.6274158022948608,0.5658923903486355,0.6853720272171359,0.6788213984026534,0.5822791172015224,0.642851775279818,0.6643571816884694,0.5822791172015224,0.6392180543495853,0.6577834415733697
67,0.4774175276029621,0.7677979050360427,0.23409205892175414,0.38441303841438296,0.25074271288689,0.41825599592081397,0.3796032433106031,0.7171315916534778,0.7150109999958268,0.7848026794219553,0.769234253770598,0.741235427444794,0.749161163953679,0.6194615708363971,0.8496489366070206,0.8471627090998977,0.7864301509087885,0.8686989714671774,0.8929435203042426,0.47615025205888223,0.5467188964228145,0.5906429496302049,0.5483561259841746,0.596079590642199,0.6063681466068878,0.5621792948709009,0.6916477617571577,0.6664283062633689,0.5621792948709009,0.6972925336496953,0.6816953974610654,0.572560502830295,0.6461690145307748,0.6332572292028721,0.572560502830295,0.6912271540656585,0.6826077713601525,0.589043501739381,0.6467843419259629,0.6662818066039617,0.589043501739381,0.6431506209957303,0.6597411089295431
68,0.4816584528156649,0.7702278257380955,0.23815004614937632,0.39197702991779004,0.2530521435470464,0.42563832182331474,0.3894089360687725,0.7184731716481544,0.7162082587954681,0.7871324808409338,0.7713723111842805,0.7419197840273837,0.7496544592323494,0.6227414104557245,0.8502571879764029,0.8494903268429945,0.7871646501943842,0.8689618208118285,0.8949575009104624,0.4825345645234657,0.5488541602418933,0.5953837829255144,0.5549815201110045,0.5976269841955208,0.6134482232060627,0.5674531167101086,0.6951245595519183,0.6693009643100328,0.5674531167101086,0.7010047310072036,0.6850039569960329,0.5756249231820719,0.6524591634517242,0.6392110392552882,0.5756249231820719,0.6959657421803553,0.6885491376035077,0.5964327144930484,0.6481170835455172,0.6722031914247731,0.5964327144930484,0.6443437169222249,0.6641451809825533
69,0.4876513094324019,0.7754140332155326,0.24370219354376246,0.40094432081804326,0.25959298321801605,0.43378516009643076,0.39776762048026804,0.7211809200917136,0.7175579268319563,0.7875087540240837,0.7736282553025886,0.7428726118257205,0.7507332487382995,0.6249571963353645,0.8504736801750916,0.8504602123481673,0.7889126228720281,0.8692347014211397,0.8958563104660668,0.4891852645323102,0.5509740914195271,0.6005827643889889,0.5624856665450579,0.5987605664941492,0.6170604010388269,0.5730403711470555,0.6976220666348836,0.6728061093924911,0.5730403711470555,0.7041627643093021,0.6900307723900614,0.5780138724683226,0.6559555537569782,0.6440293001840179,0.5780138724683226,0.7010136932918619,0.6924525007229095,0.6039827653459874,0.65482616198557,0.6777154370392433,0.6039827653459874,0.6541596554478332,0.672244805388266
70,0.4947972812316157,0.7797923654197708,0.25062088799068755,0.4115402222334969,0.2702813070311351,0.4482554343519372,0.4118344884399818,0.7232087759554664,0.7183188585713763,0.7889192791773281,0.7752425195571833,0.7434143274321688,0.7513982757842481,0.6281194883787169,0.8506673312746242,0.8515168186459032,0.7893208193438591,0.8695658175322263,0.8965979955054524,0.4934420854306452,0.5528636690562043,0.6039737921099886,0.5665392154048762,0.6004360133604556,0.6212138282717253,0.5764154254093407,0.7010296010656987,0.6780157357023657,0.5764154254093407,0.7074024267268738,0.6942578470465639,0.5822267533726899,0.6615208451177744,0.6568144675354746,0.5822267533726899,0.7081564425231369,0.7047795838145444,0.6095798897512466,0.6580015763389438,0.6834850820192234,0.6095798897512466,0.6590100075058176,0.6778935709183668
71,0.50194945665156,0.7833459819723007,0.26114753481648834,0.4200377451476844,0.2763945653831261,0.4576509389969565,0.419562832584205,0.7248585414538472,0.7188210364619246,0.7912760162530877,0.7775634088022204,0.7441019878065683,0.7521409058065045,0.6285434184443318,0.8508609823741569,0.8526167066898777,0.7894605861257856,0.8698969336433128,0.8970752427447496,0.49786960537234726,0.5576508923250559,0.60771216694547,0.5711399276828428,0.6037692762706303,0.6285140501000651,0.5797104375429168,0.7036873653821549,0.6829637231726233,0.5797104375429168,0.7098710882407067,0.701060677555775,0.5884534193435704,0.6672595474428784,0.6628898796802057,0.5884534193435704,0.7144979195359017,0.7096944409971097,0.6148683722504946,0.6604103058287742,0.6873570759297812,0.6148683722504946,0.6619907321609213,0.6822584220180563
